track_id,year,key,key_confidence,time_signature,time_signature_confidence,mode,mode_confidence,end_of_fade_in,start_of_fade_out,energy,duration,danceability,tempo,loudness,top100
TRPIPQI128F92EFC99,2004,7,0.646,4,0.366,0,0.612,0,228.949,0,233.09016,0,170.516,-2.709,yes
TRPAAWS128F92F4130,2008,7,0.844,4,0.54,1,0.726,0,222.238,0,230.39955,0,89.836,-4.731,yes
TRPAUBR128F92F653F,2008,7,0.463,4,0.142,1,0.622,0,225.306,0,225.30567,0,130.979,-3.124,yes
TRPNCGT12903CFBBF7,2009,4,0.644,4,0.297,1,0.401,0.531,181.545,0,187.402,0,121.966,-5.418,yes
TRPNPTL128EF35F8B6,2007,7,0.218,4,0.743,1,0.585,0,207.557,0,211.06893,0,113.996,-2.409,yes
TRPNPJT128F92F7FED,2009,11,0.555,5,0.927,0,0.545,2.27,337.345,0,352.28689,0,98.608,-7.561,yes
TRPNTVT128F1475160,2006,5,0.679,4,1,0,0.673,0.218,438.622,0,438.62159,0,124.98,-6.254,yes
TRPNUBO128F9311406,2007,2,0.447,4,0.647,1,0.443,0.711,212.561,0,217.41669,0,164.018,-4.417,yes
TRPNJKR12903CE5198,2008,1,0,5,0.79,1,0.002,0.194,227.556,0,230.53016,0,127.861,-8.568,yes
TRPNOEC128F425AF09,2006,11,0.743,4,0.936,1,0.725,3.413,223.393,0,240.84853,0,93.785,-8.146,yes
TRPNXXH128F42975F3,2000,0,0.353,4,0.996,0,0.191,0,202.745,0,215.19628,0,106.983,-5.626,yes
TRPPFKI128E078FA12,2003,2,0.371,4,0.542,0,0.346,4.51,256.981,0,261.19791,0,91.913,-4.996,yes
TRPPQDR128F427AF53,2001,5,0.037,4,0.076,0,0.325,2.241,268.185,0,280.42404,0,90.043,-2.948,yes
TRPPPFB128E07920B6,2000,5,0.59,4,0.949,1,0.302,0.264,229.059,0,241.162,0,122.927,-6.533,yes
TRPPOJC128F42269FF,2007,9,0.729,4,0.392,1,0.662,0.34,210.175,0,215.77098,0,120.752,-14.535,yes
TRPTWBE128F4285B85,2001,7,0.753,4,0.862,1,0.773,3.599,364.698,0,377.86077,0,93.734,-10.711,yes
TRPTHRA128F148FE38,2006,11,0.604,4,0.52,0,0.586,0.304,236.884,0,242.442,0,137.116,-4.363,yes
TRPTFUD12903CCC096,2008,7,0.728,4,0.202,1,0.696,0.298,184.053,0,188.60363,0,122.008,-3.227,yes
TRPTLYC128F930740B,2008,9,0.106,4,0.917,0,0.483,0.131,231.323,0,238.75873,0,125.014,-5.328,yes
TRPUWCG128F145346D,2000,1,1,4,0.681,1,0.788,0.591,247.815,0,258.0371,0,165.341,-4.252,yes
TRPUGLJ128EF340BFC,2005,2,0,4,0.552,1,0,0.08,199.21,0,202.73587,0,155.995,-6.385,yes
TRPUBKO128F933CA62,2007,7,0.123,4,0.613,1,0.492,0.27,218.778,0,224.67873,0,102.994,-3.736,yes
TRPUKZG128F92F5E78,2008,7,0.041,4,0.703,1,0.235,3.953,255.797,0,283.19302,0,133.966,-10.333,yes
TRPUYOR128F9324E9A,2008,2,0,4,1,1,0,0.382,253.457,0,271.15057,0,119.567,-7.946,yes
TRPLEWX128F92F9EE8,2009,9,0.481,4,0.654,1,0.485,0.136,193.66,0,200.35873,0,143.981,-3.279,yes
TRPLEBC128F147717D,2003,7,0.283,4,1,1,0.445,0.287,219.951,0,233.11628,0,96.077,-2.643,yes
TRPLDFN128F932A16E,2008,4,0.284,4,0.326,0,0.448,0.38,235.247,0,253.51791,0,138.185,-6.066,yes
TRPEWCY128F427AAF4,2002,2,0.398,4,0.839,1,0.609,0.16,210.489,0,222.45832,0,88.849,-3.218,yes
TRPEGPA128F93297DE,2005,10,0.387,1,0,1,0.694,0.113,186.079,0,194.5073,0,140.09,-10.693,yes
TRPEGOQ128E078602B,2002,1,0.308,4,1,1,0.222,0,209.804,0,220.39465,0,94.966,-5.064,yes
TRPEXSW128F92FDB5A,2009,6,0.707,5,0.347,1,0.685,0.154,138.82,0,146.05016,0,71.677,-10.653,yes
TRPJGDZ128E07928F4,2002,11,0.822,4,0.884,1,0.678,0.156,232.229,0,237.42649,0,95.054,-4.675,yes
TRPJCCW128F42AA778,2005,1,0.513,4,0.18,0,0.529,0.148,252.825,0,255.63383,0,130.403,-5.351,yes
TRPJRWY12903CE5772,2009,4,0.602,4,0.911,1,0.489,2.177,207.389,0,216.71138,0,116.998,-5.574,yes
TRPJUXK128F9322C71,2009,7,0.537,4,0.391,0,0.64,0.473,304.454,0,311.01342,0,100.074,-7.242,yes
TRPJJLO128F428CD0E,2001,1,0.549,4,1,1,0.642,0,234.545,0,247.84934,0,124,-4.424,yes
TRPJSVD12903CF6720,2002,1,0.746,4,1,1,0.808,0,214.877,0,231.10485,0,91.736,-4.441,yes
TRPSMQN12903CB70F7,2002,4,0.144,4,0.106,0,0.12,0.096,215.905,0,227.26485,0,131.692,-3.841,yes
TRPSFMW128F42AE12A,2006,6,0.559,4,0.65,1,0.645,0.247,225.814,0,238.10567,0,83.797,-5.175,yes
TRPSFCY128F92F5B73,2007,2,0.847,4,0.467,1,0.746,2.49,307.212,0,317.88363,0,111.07,-4.943,yes
TRPSJWX128F92E5ACC,2010,6,0.878,4,0.704,1,0.742,0.157,234.127,0,242.23302,0,149.378,-5.888,yes
TRPVGXP128F9317807,2004,5,0.014,3,0.637,0,0.284,0,253.063,0,258.79465,0,62.654,-6.776,yes
TRPVBPL128E0789CFA,2004,9,0.446,4,0.991,1,0.378,0.102,223.753,0,230.68689,0,97.854,-8.411,yes
TRPVADD128F92D5D38,2007,0,0.305,4,0.736,1,0.425,0,150.256,0,150.25587,0,136.844,-3.099,yes
TRPVTEA128F932FB96,2008,4,0.907,3,1,0,0.618,0,374.764,0,387.65669,0,100.785,-7.488,yes
TRPVJZG128F4242DF8,2005,0,0.849,4,0.074,1,0.635,0.282,165.802,0,177.162,0,115.188,-7.546,yes
TRPVVGC12903CAC89F,2003,2,0.24,7,0.808,1,0.673,0,231.967,0,234.68363,0,81.903,-5.285,yes
TRPDXIG12903CF4831,1999,4,0.64,4,0.738,1,0.57,0,241.83,0,255.16363,0,103.498,-4.066,yes
TRPOQUJ128F425EE4B,2007,6,0.598,4,0.747,0,0.443,2.107,203.755,0,209.162,0,90,-3.321,yes
TRPOAHJ128F9335ECE,2009,11,0.571,4,0,0,0.581,0,501.18,0,506.25261,0,130,-9.111,yes
TRPOOYU128F932D00E,1999,8,0.09,4,0.835,0,0.196,0,263.947,0,272.66567,0,119.359,-3.974,yes
TRPXSNV128F42AC723,2005,1,0,4,0.761,0,0.317,0.135,189.533,0,206.57587,0,167.9,-6.14,yes
TRPKLQC128F4299DD0,2003,8,0.813,4,0.847,1,0.679,2.943,199.459,0,208.61342,0,142.826,-5.496,yes
TRPKSDJ128F428C705,2003,7,0.891,4,0.694,1,0.623,0.177,259.5,0,272.14322,0,165.919,-5.741,yes
TRPYGID128E0788BF5,2004,8,0.753,4,1,1,0.662,2.107,243.763,0,255.21587,0,95.532,-4.132,yes
TRPYRKW128F92D2E1E,2000,4,0.229,3,0.817,1,0.462,0.392,203.355,0,205.94893,0,126.983,-7.221,yes
TRPYZTR128F425F0B0,2006,6,0.935,4,0.201,1,0.937,3.408,243.02,0,255.97342,0,143.772,-5.905,yes
TRPYYYU128F92C7CCC,2008,9,0.238,4,0.969,1,0,0,224.781,0,231.99302,0,127.961,-3.668,yes
TRQMAOW128F4298729,2005,6,0.125,4,0,0,0.392,2.328,275.667,0,285.6224,0,131.975,-4.541,yes
TRQMELD128F930BE43,2002,5,0.573,4,0.371,1,0.462,0.157,198.171,0,203.98975,0,150.045,-4.548,yes
TRQMXQI12903CAC203,2004,2,0.034,4,0.758,1,0.463,0.077,223.202,0,228.62322,0,97,-5.563,yes
TRQWBBJ128F92FD6F7,2008,11,0.701,4,0.171,0,0.64,0.955,333.978,0,358.53016,0,127.995,-5.759,yes
TRQWJPO128F92EF1F5,2003,7,0.683,4,0.469,1,0.641,0.334,266.461,0,272.90077,0,61.305,-10.037,yes
TRQWSSA128F4288388,2000,0,0.367,4,0.107,1,0.45,6.188,204.121,0,219.81995,0,100.308,-6.783,yes
TRQWOVY128F424EA2C,2008,10,0.816,4,0.62,1,0.547,0.461,254.456,0,261.82485,0,135.976,-4.372,yes
TRQGIXM128F4242DEE,2002,2,0.086,4,0.68,1,0.372,0.131,222.157,0,238.05342,0,126.316,-5.046,yes
TRQGTEB12903CCE732,2009,5,1,4,0.565,1,0.835,0.502,226.882,0,236.61669,0,161.626,-9.461,yes
TRQGEFB12903CCDAA1,2010,9,0.197,4,0,0,0.3,0.154,273.705,0,281.28608,0,155.031,-7.871,yes
TRQGKUD128F9305F42,2006,10,0.442,4,1,1,0.395,0.137,239.566,0,252.86485,0,95.028,-4.221,yes
TRQHEDB128F1459D97,2002,7,0.874,4,0.545,1,0.709,0.189,224.316,0,238.52363,0,134.239,-6.485,yes
TRQHOHX128F1489184,2006,0,0.668,1,0.785,1,0.582,3.994,339.929,0,353.54077,0,87.983,-5.216,yes
TRQHKGZ128F92F03A2,2005,0,0.763,4,0.59,1,0.801,0,228.101,0,244.79302,0,87.922,-4.708,yes
TRQCGHH128F9322CFA,2009,0,0.339,4,0.939,0,0.102,0.972,204.481,0,207.17669,0,126.98,-5.662,yes
TRQRHUG128F14A8949,2006,3,0.618,4,0.527,1,0.614,1.157,189.933,0,207.09832,0,121.957,-2.99,yes
TRQRBJK12903CCC08F,2009,1,0.802,4,0.527,1,0.688,0.142,214.715,0,224.49587,0,85.935,-6.075,yes
TRQRKGB128E078122A,2004,2,0.235,4,0.745,1,0.505,0.363,187.205,0,190.98077,0,140.1,-4.642,yes
TRQRYZP128F931DC7D,2007,11,0.711,4,0,0,0.659,2.049,217.728,0,222.98077,0,132.493,-4.496,yes
TRQFTMR128F931FB00,2008,4,0.651,4,1,1,0.637,0,204.045,0,223.21587,0,90.136,-8.146,yes
TRQFUYW128F930EE74,2007,1,0.636,1,0,1,0.603,0,279.917,0,284.55138,0,117.987,-3.595,yes
TRQQMED128F92C4584,2006,1,0.892,4,0,1,0.766,2.908,206.472,0,218.93179,0,142.014,-7.753,yes
TRQQNHP128F1459C31,2001,2,0.525,4,0,1,0.56,1.582,432.205,0,450.79465,0,123.001,-6.434,yes
TRQQNYV128F427042B,1999,7,0.653,4,0,1,0.715,2.038,177.946,0,189.98812,0,137.86,-6.738,yes
TRQQDWX128F42727EA,2003,0,0.713,4,0.175,1,0.644,0.282,219.545,0,229.09342,0,150.007,-8.328,yes
TRQQOJF128F42BC5A3,2004,10,0.467,4,0.708,1,0.519,0.206,198.223,0,208.74404,0,86.132,-5.808,yes
TRQZMPH128F92E3A7F,2006,6,0.808,4,0.457,1,0.698,0.113,240.739,0,255.65995,0,144.041,-4.123,yes
TRQZAUE128E07849B8,2004,0,0.083,4,0.891,1,0.401,0.084,233.337,0,235.85914,0,90.075,-7.961,yes
TRQZLGK12903CF6723,2002,1,0,7,0.305,1,0,0,212.962,0,226.37669,0,77.915,-4.316,yes
TRQZJPG128F149BA70,2007,0,0.801,5,0.676,1,0.727,0,189.603,0,201.89995,0,90.319,-10.205,yes
TRQICVT128F9346F4D,2009,11,0.535,4,0,0,0.406,0.299,200.081,0,204.2771,0,119.981,-4.403,yes
TRQIZVH128F428075C,2004,6,0.763,4,0,1,0.611,0,215.551,0,221.33506,0,185.651,-6.662,yes
TRQIDYC128F427EA09,2002,10,0.481,4,0.573,0,0.516,0,305.972,0,305.97179,0,144.019,-5.111,yes
TRQAEGR128F931D77E,2006,10,0.614,4,0.18,0,0.601,0,239.88,0,247.45751,0,130.001,-5.462,yes
TRQAJPF128F93094CD,2008,7,0.016,4,0.93,1,0.327,1.158,263.146,0,268.79955,0,128.009,-5.46,yes
TRQADFZ128E078880F,2005,2,0,4,0,1,0,0.253,199.57,0,201.97832,0,96.044,-4.547,yes
TRQAOQU128F92C7CCE,2008,11,0.013,4,0.179,0,0.328,4.377,228.96,0,234.39628,0,127.983,-3.238,yes
TRQAXGH128F9333CE9,2002,1,0.716,4,0.954,0,0.602,0,483.846,0,501.10649,0,126.976,-9.733,yes
TRQNZGN128F933640A,2009,4,0.547,5,1,1,0.448,0.102,539.521,0,548.33587,0,127.998,-3.433,yes
TRQNDYJ128F42BC59D,2001,6,0.747,4,0.606,1,0.765,0,235.23,0,247.69261,0,126.651,-9.192,yes
TRQNKWC128F931BB96,2008,6,0.133,4,1,0,0.249,0.566,185.742,0,191.29424,0,115.017,-6.433,yes
TRQNYMU12903CE3090,2007,8,1,4,0.834,1,0.841,0,188.122,0,190.17098,0,112.061,-4.426,yes
TRQPFDW128F9333CD9,2003,0,0.791,4,0,1,0.636,30.308,441.15,0,459.78077,0,142.996,-6.775,yes
TRQPUKM128F932F355,2004,8,0.598,1,0.068,1,0.608,2.45,198.322,0,214.80444,0,139.202,-7.816,yes
TRQPUGM12903CA4A77,2005,8,0.085,4,0.905,1,0.381,0,206.692,0,219.34975,0,125.028,-6.245,yes
TRQPUTX128F4262438,2000,1,0.486,4,0.455,1,0.682,0.309,235.015,0,244.00934,0,59.665,-11.415,yes
TRQTFUV128F426BFC7,2005,9,0.555,3,0.431,1,0.59,0.2,260.876,0,269.5571,0,83.959,-4.184,yes
TRQTUZZ128F92E324F,2007,2,0.183,1,0,1,0.395,0.136,426.893,0,430.91546,0,136.004,-5.691,yes
TRQTECL128F9314D77,2008,2,0.242,4,0,1,0.412,0.148,216.758,0,229.25016,0,146.009,-5.238,yes
TRQUQHQ128F425D8A3,2008,5,0.737,4,0.206,1,0.614,0.467,184.506,0,194.06322,0,156.049,-6.263,yes
TRQUSUF128F424A022,2007,4,0.57,4,1,1,0.385,0.613,234.701,0,237.322,0,168.013,-6.306,yes
TRQUVRL128F4260322,2003,9,0.811,4,0.462,1,0.609,0.191,226.377,0,237.08689,0,105,-9.132,yes
TRQLIAY128F92ED753,2008,5,0.556,4,1,1,0.634,0.072,159.283,0,176.50893,0,95.845,-8.416,yes
TRQLDTJ128F146E3E7,2005,0,0,4,1,0,0,0.171,252.442,0,262.05995,0,111.97,-4.209,yes
TRQERCZ128F42654C7,1999,5,0.532,4,0.945,0,0.604,0.177,224.113,0,227.73506,0,115.065,-2.471,yes
TRQELLR128F424EACF,2008,0,0.427,4,0.522,1,0.556,0.892,229.32,0,241.91955,0,128.011,-4.763,yes
TRQEOMM128F427BF96,2003,1,0.495,4,1,1,0.48,0,232.925,0,243.30404,0,127.679,-5.715,yes
TRQJQFU128F426415A,2000,9,0.321,4,0.614,1,0.473,0.107,224.299,0,230.08608,0,96.074,-4.33,yes
TRQJUSS128E07861A6,2005,11,0,4,0.64,1,0.106,0.351,202.153,0,211.56526,0,160.07,-9.414,yes
TRQJVND128F1480963,2006,6,0.014,4,0.419,0,0.316,0,197.799,0,197.79873,0,130.932,-7.673,yes
TRQSGEL128F4242DFC,2006,11,0.601,5,0.329,1,0.631,0.351,239.328,0,248.11057,0,100.941,-6.284,yes
TRQSFVW128F93517D6,2006,9,0.486,4,0.765,0,0.29,0,382.484,0,382.48444,0,128.01,-7.733,yes
TRQSPPS128F4284B6C,2002,0,0.835,4,0.939,1,0.778,0.38,224.607,0,239.56853,0,120.778,-7.568,yes
TRQVWMD12903CAEF6A,2009,1,0.171,4,0.77,1,0.434,0.299,202.426,0,206.13179,0,85.005,-6.089,yes
TRQVVOL128F92C4A59,2004,5,0.312,4,0.85,1,0.362,2.827,216.659,0,216.65914,0,97.048,-6.101,yes
TRQVOAY128F426664A,2001,9,0.416,4,0.75,1,0.479,0,310.34,0,329.40363,0,127.932,-7.611,yes
TRQDUVJ128F4294017,2002,2,0.7,7,0.901,1,0.712,0,254.816,0,265.63873,0,72.519,-3.577,yes
TRQDLMW128F92D4F29,2008,10,0,4,0.957,0,0,0.12,259.884,0,266.31791,0,106.961,-5.235,yes
TRQDEZI128F42B025F,2008,4,0.366,4,0.384,0,0.471,0.636,256.685,0,271.09832,0,159.986,-8.922,yes
TRQOPRR12903CED6A3,2008,11,0,4,1,0,0,0.117,253.179,0,270.28853,0,119.637,-9.395,yes
TRQOUMO128F9324F05,2001,4,0.304,4,0.381,1,0.336,0.212,239.206,0,248.86812,0,88.963,-10.332,yes
TRQODDA128F93098D3,2009,9,0.754,1,0,1,0.624,2.27,207.47,0,223.55546,0,119.286,-6.272,yes
TRQXQRU128F932A753,2005,1,0.583,4,1,1,0.76,0.27,289.396,0,294.05995,0,106.101,-6.688,yes
TRQXVGC128F427FFB4,2002,1,0.525,5,1,0,0.542,0.839,205.235,0,216.34567,0,131.985,-7.693,yes
TRQXOGN128F14552AA,2005,0,0.201,4,0.366,1,0.369,0,215.859,0,220.78649,0,130.015,-6.401,yes
TRQXKRD128F4296397,2007,7,0.619,3,0.942,1,0.669,0.137,267.714,0,287.39873,0,155.966,-5.093,yes
TRQKBPR128F930AC18,2002,7,0.753,3,0.781,1,1,0.143,215.144,0,222.9024,0,156.507,-5.873,yes
TRQKFQW128F42BC5A1,2004,6,0.832,4,0.088,1,0.791,0.205,224.183,0,233.53424,0,137.915,-7.097,yes
TRQKZKE128E079464D,2005,8,0.642,4,0.033,1,0.561,0.444,193.736,0,206.88934,0,175.985,-4.399,yes
TRQKVBI128F146A507,2007,7,0.66,4,0.357,1,0.646,0,227.056,0,241.00526,0,132.806,-7.901,yes
TRQYHTE128F42AE000,2005,10,0.371,4,0.491,1,0.331,0.104,211.342,0,232.54159,0,127.975,-6.396,yes
TRQYLBP128F42622AE,1999,7,0.514,4,1,1,0.619,0.241,191.199,0,207.46404,0,101.9,-4.786,yes
TRQYSTQ128F933AA57,2008,4,0.643,4,0.706,1,0.599,0.078,209.369,0,216.94649,0,129.999,-4.009,yes
TRRMPUI128F427FAEB,2007,2,0.245,4,0.864,1,0.353,0.409,181.986,0,193.59302,0,93.982,-4.183,yes
TRRMTOK12903CE577E,2009,4,0.627,4,1,1,0.312,0.194,185.44,0,194.29832,0,124.097,-4.199,yes
TRRMJNS128F4260C5C,2007,2,0.163,4,0.74,1,0.378,0.355,225.773,0,233.45587,0,168,-5.024,yes
TRRWGXO12903CA8481,2002,0,0.024,4,0.12,1,0.487,0.957,254.772,0,254.77179,0,85.298,-6.159,yes
TRRWHZV128F42825E6,2005,9,0.668,4,0.563,1,0.654,0.212,173.209,0,185.70404,0,120.15,-8.468,yes
TRRWOGO128F428E2EC,2003,0,0.756,4,0.304,1,0.676,0.088,212.439,0,223.18975,0,123.786,-7.345,yes
TRRGZTI128F4255806,2007,9,0.445,4,0.779,0,0.511,0.1,198.24,0,219.89832,0,122.743,-8.311,yes
TRRGZKD128F428C725,2006,2,0.399,4,0.761,0,0.471,0,317.544,0,327.67955,0,130.039,-4.439,yes
TRRHGFY12903CD2DC8,2010,0,0.329,4,0.741,1,0.366,0.175,213.914,0,220.89098,0,86.658,-5.741,yes
TRRHCEK128F148D12D,2001,3,0.44,4,0.003,0,0.424,0.102,265.468,0,270.96771,0,130.015,-8.385,yes
TRRHZHZ12903CE6A70,2009,5,0.643,4,0.249,1,0.498,0.061,218.239,0,226.21995,0,141.993,-5.502,yes
TRRHPPL128F933AA53,2002,5,0.603,3,0.686,0,0.639,0.159,230.058,0,239.51628,0,76.405,-4.854,yes
TRRHEEM128F4260C68,2007,6,0.638,4,0.562,1,0.736,0.239,217.188,0,230.5824,0,74.128,-5.905,yes
TRRHVBW128F930974B,2001,9,0.557,3,0.783,0,0.453,0.183,234.481,0,254.53669,0,69.61,-3.191,yes
TRRCINS12903CE2FE0,2005,3,1,4,0.897,1,0.879,0.119,219.678,0,230.81751,0,106.067,-5.935,yes
TRRCPXP128E0791F01,2001,2,1,1,0.217,1,1,0.13,163.596,0,166.00771,0,162.191,-5.579,yes
TRRREST128F92CAC38,2005,10,0.362,5,0.885,1,0.26,0.229,237.859,0,242.05016,0,141.971,-7.805,yes
TRRRVOS128F92CF7A4,2004,7,0.315,4,1,0,0.465,0.531,201.189,0,216.58077,0,97.006,-5.262,yes
TRRRDVU128F9302BEB,2007,7,0.543,4,0.508,1,0.372,0.519,246.555,0,251.74159,0,93.999,-6.077,yes
TRRBMKR128F9336408,2009,4,0.528,4,0,1,0.408,0.119,359.532,0,366.94159,0,53.215,-0.278,yes
TRRBLYC128F42A8E04,2006,11,0.475,3,1,0,0.483,0.136,320.255,0,336.90077,0,88.675,-6.005,yes
TRRBXPP128F930992E,2003,10,0.012,4,0.197,0,0.212,0,510.276,0,526.8371,0,135.049,-4.852,yes
TRRFJHK128F92CEF94,2005,9,0.143,4,0.647,1,0.332,0.578,224.781,0,231.88853,0,95.027,-7.756,yes
TRRFOZL12903CF7443,2009,1,0.844,4,1,1,0.713,0.554,189.632,0,198.81751,0,93.02,-6.198,yes
TRRFXMD128F933925E,2007,9,0.464,4,0.442,0,0.528,0.131,201.718,0,203.78077,0,112.575,-9.169,yes
TRRQLLU128F423ACDF,2006,11,0.654,4,0.921,1,0.58,0.267,221.338,0,238.07955,0,93.862,-6.513,yes
TRRQDCE128E078A490,2002,7,0.801,4,0.954,1,0.746,0.368,255.158,0,263.81016,0,152.766,-4.484,yes
TRRZTNQ128F931132A,2008,4,0.537,4,0.173,1,0.507,0.334,267.813,0,284.60363,0,151.947,-4.191,yes
TRRZUJB128E0785F04,2003,2,0.415,4,0.958,1,0.35,0.294,249.69,0,252.81261,0,161.481,-6.775,yes
TRRZXVT128F42801A3,2003,11,0.407,4,0.69,0,0.479,2.496,221.356,0,228.98893,0,167.9,-3.871,yes
TRRIUXF128F427FD43,2008,11,0.539,1,0.063,0,0.573,0.345,238.161,0,242.54649,0,130.013,-3.667,yes
TRRISKY128EF3434F1,2005,4,0.458,5,0.596,0,0.117,0.27,196.569,0,202.31791,0,63.859,-6.432,yes
TRRAURX128F1454821,2002,2,0,4,0.975,1,0,3.077,317.243,0,326.50404,0,85.704,-4.855,yes
TRRNGCW128F92CA9D5,2002,4,0.676,4,0.823,0,0.652,0,325.329,0,325.32853,0,113.311,-7.306,yes
TRRNQNR128F42583D4,2005,2,0,4,0.905,1,0,0,197.137,0,199.36608,0,75.023,-4.333,yes
TRRNNAI128F92C22F6,2007,7,0.047,4,0.746,1,0.421,0.299,229.744,0,235.2322,0,127.997,-4.103,yes
TRRNNKX12903CE6BE9,2005,0,0.663,4,0.889,1,0.47,0.107,465.99,0,469.13261,0,140.084,-7.355,yes
TRRNUHD128F148AE02,2003,7,0.596,4,0,1,0.53,0.224,502.143,0,510.61506,0,132.994,-5.814,yes
TRRNVZM12903CEDB28,2008,11,0.981,4,0.784,0,0.646,0,293.843,0,297.58649,0,129.031,-5.737,yes
TRRPHRU128EF3570D0,2005,6,0.647,4,0.7,1,0.807,0.096,233.378,0,244.34893,0,73.859,-9.357,yes
TRRPFDP128F932FEA7,2003,8,0.251,4,0.251,1,0.417,0.252,512.099,0,523.4673,0,135.064,-9.322,yes
TRRPNKO128E0783E88,2004,1,0.654,4,0.906,1,0.441,0.183,239.566,0,243.61751,0,105.555,-4.367,yes
TRRPTNH128F427BF09,2002,1,0.674,4,1,1,0.468,3.251,252.343,0,256.88771,0,95.423,-4.241,yes
TRRTXII128F92F276F,2008,4,0.542,4,1,1,0.525,2.078,204.19,0,213.08036,0,100.041,-6.309,yes
TRRUVLO128F92DE6F7,2009,6,0.182,4,1,1,0.325,0.293,205.609,0,205.60934,0,122.996,-3.967,yes
TRRUKLP128F4290576,2002,7,0.444,5,1,1,0.506,0.206,227.578,0,227.57832,0,129.335,-3.873,yes
TRRLFIN128EF34360F,2006,10,0.34,4,1,1,0.361,0.461,232.89,0,240.3522,0,120.031,-5.987,yes
TRRLNBA128F429D5EC,2007,9,0.304,3,0.921,0,0.336,0.276,331.743,0,341.05424,0,86.67,-5.834,yes
TRRLLPY128F93363F2,2009,11,0.615,1,0.889,0,0.64,0.322,480.293,0,490.03057,0,84,-3.878,yes
TRRLXGR128F4267649,2002,1,0.509,4,1,0,0.39,0,249.347,0,253.72689,0,95.476,-4.238,yes
TRREGOC128F1454960,2002,7,0.686,3,1,1,0.573,0.061,221.379,0,227.76118,0,120.081,-4.594,yes
TRREIGS128F92C260E,2007,11,0.819,4,0.418,1,0.705,0.392,233.819,0,245.34159,0,138.558,-4.245,yes
TRREJZG128F428B24A,2001,7,0.443,4,0.882,1,0.593,5.584,216.648,0,228.54485,0,82.675,-7.035,yes
TRREDKK128E078DAE0,2005,9,0.367,4,0.289,0,0.302,0.311,502.044,0,541.59628,0,119.997,-4.448,yes
TRRJWMO128F426A149,2000,11,0.992,4,0.402,0,0.831,0.351,440.86,0,447.16363,0,136.112,-7.743,yes
TRRJCFI128F1485B2B,2006,11,0.028,4,0,0,0.348,0,471.679,0,477.59628,0,126.008,-5.514,yes
TRRSCIC128F92CC95B,2008,4,0.815,5,0.777,1,0.763,0.061,215.957,0,220.65587,0,158.732,-6.363,yes
TRRSQZX12903CCAB16,2009,8,0.34,4,1,0,0.449,0,178.445,0,181.34159,0,98.002,-1.645,yes
TRRSPIS128C71962D2,1999,0,0.191,4,0,1,0.419,0,157.437,0,167.96689,0,148.482,-4.844,yes
TRRSTYD128F9300630,2003,1,0.241,3,1,0,0.077,0.229,210.071,0,228.41424,0,148.932,-11.529,yes
TRMMMYQ128F932D901,2003,10,0.777,4,0.94,0,0.688,2.049,236.635,0,252.05506,0,87.002,-4.829,no
TRMMMKD128F425225D,1995,9,0.808,1,0,1,0.355,0.258,148.66,0,156.55138,0,150.778,-10.555,no
TRMMMRX128F93187D9,2006,7,0.418,4,0.446,1,0.566,0,138.971,0,138.97098,0,177.768,-2.06,no
TRMMMCH128F425532C,2003,7,0.125,4,0,1,0.451,0,138.687,0,145.05751,0,87.433,-4.654,no
TRMMMWA128F426B589,0,5,0.097,4,0.315,0,0.29,0,506.717,0,514.29832,0,140.035,-7.806,no
TRMMMXN128F42936A5,0,10,0.419,4,0.158,1,0.581,2.194,811.799,0,816.53506,0,90.689,-21.42,no
TRMMMLR128F1494097,0,3,0.611,1,0.96,0,0.627,0,206.629,0,212.37506,0,101.45,-4.931,no
TRMMMBB12903CB7D21,1993,11,0.332,4,0.982,0,0.35,0.165,212.12,0,221.20444,0,98.02,-12.214,no
TRMMMHY12903CB53F1,0,5,0.537,1,0.324,1,0.523,0.171,130.479,0,139.17995,0,115.427,-10.705,no
TRMMMML128F4280EE9,0,4,0.668,4,1,0,0.48,0,104.489,0,104.48934,0,124.339,-20.16,no
TRMMMNS128F93548E1,2007,2,0.05,4,0.425,1,0.59,0.363,68.963,0,68.96281,0,62.294,-11.072,no
TRMMMXJ12903CBF111,1997,7,0.853,3,0.953,1,0.656,0,165.413,0,168.22812,0,87.319,-10.418,no
TRMMMCJ128F930BFF8,0,1,0.45,5,0.581,1,0.52,0,291.405,0,301.60934,0,85.34,-4.882,no
TRMMMBW128F4260CAE,2005,10,0.764,3,0.676,1,0.627,0.502,306.265,0,318.45832,0,67.567,-10.67,no
TRMMMXI128F4285A3F,0,11,0.226,4,0.693,0,0.35,0.34,259.738,0,273.18812,0,111.007,-15.559,no
TRMMMKI128F931D80D,1998,11,0.038,4,0.905,1,0.337,0.194,259.419,0,262.26893,0,122.332,-3.925,no
TRMMMUT128F42646E8,1994,6,0.564,4,0,1,0.655,2.032,208.062,0,216.47628,0,99.214,-14.379,no
TRMMMQY128F92F0EA3,2009,8,0.195,7,0.864,1,0.146,0,185.202,0,196.0224,0,189.346,-6.366,no
TRMMMTK128F424EF7C,2007,3,0.77,4,0.743,0,0.417,0.514,214.309,0,217.57342,0,88.423,-4.867,no
TRMMMHQ128F4278194,0,2,0.55,4,0.903,1,0.655,0,349.309,0,355.60444,0,102.397,-7.89,no
